Xiawei_ID,Name,Data
5,ID_5_Number_98,"98 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_99,"99 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_100,"100 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_101,"101 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_102,"102 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_103,"103 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_104,"104 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_105,"105 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_106,"106 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_107,"107 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_108,"108 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_109,"109 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_110,"110 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_111,"111 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_112,"112 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_113,"113 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_114,"114 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_115,"115 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_116,"116 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_117,"117 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_118,"118 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_119,"119 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_120,"120 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_121,"121 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_122,"122 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_123,"123 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_124,"124 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_125,"125 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_126,"126 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_127,"127 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_128,"128 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_129,"129 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_130,"130 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_131,"131 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_132,"132 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_133,"133 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_134,"134 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_135,"135 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_136,"136 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_137,"137 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_138,"138 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_139,"139 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_140,"140 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_141,"141 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_142,"142 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_143,"143 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_144,"144 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_145,"145 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_146,"146 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_147,"147 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_148,"148 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_149,"149 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_150,"150 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_151,"151 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_152,"152 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_153,"153 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_154,"154 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_155,"155 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_156,"156 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_157,"157 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_158,"158 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_159,"159 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_160,"160 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_161,"161 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_162,"162 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_163,"163 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_164,"164 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_165,"165 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_166,"166 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_167,"167 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_168,"168 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_169,"169 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_170,"170 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_171,"171 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_172,"172 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_173,"173 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_174,"174 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_175,"175 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_176,"176 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_177,"177 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_178,"178 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_179,"179 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_180,"180 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_181,"181 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_182,"182 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_183,"183 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_184,"184 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_185,"185 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_186,"186 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_187,"187 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_188,"188 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_189,"189 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_190,"190 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_191,"191 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_192,"192 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_193,"193 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
5,ID_5_Number_194,"194 参照示例文案结构，文案仿写，要求文案结构一致，语言风格一致，主题父母，示例结构如下：在这个世界上，只有父母给我们吃的饭是免费的，其他每一餐都需要付出代价。
如果有一天啊你把父母的心伤透了，那在这世界上可能真的找不到一个人无私的对你这么好了。"
